Name:                           CortexSubcortex_ColeAnticevic_NetPartition_wSubcorGSR_parcels_R.dlabel.nii
Type:                           CIFTI - Dense Label
Structure:                      CortexLeft CortexRight 
Data Size:                      365.13 Kilobytes
Maps to Surface:                true
Maps to Volume:                 true
Maps with LabelTable:           true
Maps with Palette:              false
Number of Maps:                 1
Number of Rows:                 91282
Number of Columns:              1
Volume Dim[0]:                  91
Volume Dim[1]:                  109
Volume Dim[2]:                  91
Palette Type:                   None
CIFTI Dim[0]:                   1
CIFTI Dim[1]:                   91282
ALONG_ROW map type:             LABELS
ALONG_COLUMN map type:          BRAIN_MODELS
    Has Volume Data:            true
    Volume Dims:                91,109,91
    Volume Space:               -2,0,0,90;0,2,0,-126;0,0,2,-72
    CortexLeft:                 29696 out of 32492 vertices
    CortexRight:                29716 out of 32492 vertices
    AccumbensLeft:              135 voxels
    AccumbensRight:             140 voxels
    AmygdalaLeft:               315 voxels
    AmygdalaRight:              332 voxels
    BrainStem:                  3472 voxels
    CaudateLeft:                728 voxels
    CaudateRight:               755 voxels
    CerebellumLeft:             8709 voxels
    CerebellumRight:            9144 voxels
    DiencephalonVentralLeft:    706 voxels
    DiencephalonVentralRight:   712 voxels
    HippocampusLeft:            764 voxels
    HippocampusRight:           795 voxels
    PallidumLeft:               297 voxels
    PallidumRight:              260 voxels
    PutamenLeft:                1060 voxels
    PutamenRight:               1010 voxels
    ThalamusLeft:               1288 voxels
    ThalamusRight:              1248 voxels

Map   Map Name   
  1   INDEXMAX   

Label table for ALL maps
         KEY   NAME                                       RED   GREEN    BLUE   ALPHA   
        3130   Somatomotor-13_R-Cerebellum              0.000   1.000   1.000   1.000   
        3140   Somatomotor-14_R-Cerebellum              0.000   1.000   1.000   1.000   
        3190   Somatomotor-19_R-Hippocampus             0.000   1.000   1.000   1.000   
        3200   Somatomotor-20_R-Hippocampus             0.000   1.000   1.000   1.000   
        3210   Somatomotor-21_R-Hippocampus             0.000   1.000   1.000   1.000   
        3230   Somatomotor-23_R-Pallidum                0.000   1.000   1.000   1.000   
        3240   Somatomotor-24_R-Pallidum                0.000   1.000   1.000   1.000   
        3260   Somatomotor-26_R-Putamen                 0.000   1.000   1.000   1.000   
        3280   Somatomotor-28_R-Thalamus                0.000   1.000   1.000   1.000   
        4020   Cingulo-Opercular-2_R-Accumbens          0.600   0.000   0.600   1.000   
        4030   Cingulo-Opercular-3_R-Accumbens          0.600   0.000   0.600   1.000   
        4040   Cingulo-Opercular-4_LR-Brainstem         0.600   0.000   0.600   1.000   
        4050   Cingulo-Opercular-5_R-Brainstem          0.600   0.000   0.600   1.000   
        4070   Cingulo-Opercular-7_R-Brainstem          0.600   0.000   0.600   1.000   
        4100   Cingulo-Opercular-10_R-Caudate           0.600   0.000   0.600   1.000   
        4110   Cingulo-Opercular-11_R-Caudate           0.600   0.000   0.600   1.000   
        4160   Cingulo-Opercular-16_R-Cerebellum        0.600   0.000   0.600   1.000   
        4170   Cingulo-Opercular-17_R-Cerebellum        0.600   0.000   0.600   1.000   
        4180   Cingulo-Opercular-18_R-Cerebellum        0.600   0.000   0.600   1.000   
        4190   Cingulo-Opercular-19_R-Cerebellum        0.600   0.000   0.600   1.000   
        4200   Cingulo-Opercular-20_R-Cerebellum        0.600   0.000   0.600   1.000   
        4210   Cingulo-Opercular-21_R-Cerebellum        0.600   0.000   0.600   1.000   
        4220   Cingulo-Opercular-22_R-Cerebellum        0.600   0.000   0.600   1.000   
        4270   Cingulo-Opercular-27_R-Diencephalon      0.600   0.000   0.600   1.000   
        4280   Cingulo-Opercular-28_R-Diencephalon      0.600   0.000   0.600   1.000   
        4290   Cingulo-Opercular-29_R-Diencephalon      0.600   0.000   0.600   1.000   
        4300   Cingulo-Opercular-30_R-Diencephalon      0.600   0.000   0.600   1.000   
        4310   Cingulo-Opercular-31_R-Diencephalon      0.600   0.000   0.600   1.000   
        4330   Cingulo-Opercular-33_R-Pallidum          0.600   0.000   0.600   1.000   
        4350   Cingulo-Opercular-35_R-Putamen           0.600   0.000   0.600   1.000   
        4380   Cingulo-Opercular-38_R-Thalamus          0.600   0.000   0.600   1.000   
        4390   Cingulo-Opercular-39_R-Thalamus          0.600   0.000   0.600   1.000   
        5020   Dorsal Attention-2_R-Brainstem           0.000   1.000   0.000   1.000   
        5050   Dorsal Attention-5_R-Brainstem           0.000   1.000   0.000   1.000   
        5070   Dorsal Attention-7_R-Brainstem           0.000   1.000   0.000   1.000   
        5150   Dorsal Attention-15_R-Cerebellum         0.000   1.000   0.000   1.000   
        5160   Dorsal Attention-16_R-Cerebellum         0.000   1.000   0.000   1.000   
        5170   Dorsal Attention-17_R-Cerebellum         0.000   1.000   0.000   1.000   
        5180   Dorsal Attention-18_R-Cerebellum         0.000   1.000   0.000   1.000   
        5190   Dorsal Attention-19_R-Cerebellum         0.000   1.000   0.000   1.000   
        5200   Dorsal Attention-20_R-Cerebellum         0.000   1.000   0.000   1.000   
        5220   Dorsal Attention-22_R-Putamen            0.000   1.000   0.000   1.000   
        5240   Dorsal Attention-24_R-Thalamus           0.000   1.000   0.000   1.000   
        6020   Language-2_R-Amygdala                    0.000   0.608   0.608   1.000   
        6040   Language-4_R-Caudate                     0.000   0.608   0.608   1.000   
        6060   Language-6_R-Cerebellum                  0.000   0.608   0.608   1.000   
        6070   Language-7_R-Cerebellum                  0.000   0.608   0.608   1.000   
        6080   Language-8_R-Cerebellum                  0.000   0.608   0.608   1.000   
        6090   Language-9_R-Cerebellum                  0.000   0.608   0.608   1.000   
        6100   Language-10_R-Cerebellum                 0.000   0.608   0.608   1.000   
        6110   Language-11_R-Cerebellum                 0.000   0.608   0.608   1.000   
        6120   Language-12_R-Cerebellum                 0.000   0.608   0.608   1.000   
        6130   Language-13_R-Cerebellum                 0.000   0.608   0.608   1.000   
        7010   Frontoparietal-1_L-Brainstem             1.000   1.000   0.000   1.000   
        7030   Frontoparietal-3_LR-Brainstem            1.000   1.000   0.000   1.000   
        7040   Frontoparietal-4_R-Brainstem             1.000   1.000   0.000   1.000   
        7050   Frontoparietal-5_R-Brainstem             1.000   1.000   0.000   1.000   
        7070   Frontoparietal-7_LR-Brainstem            1.000   1.000   0.000   1.000   
        7080   Frontoparietal-8_R-Brainstem             1.000   1.000   0.000   1.000   
        7110   Frontoparietal-11_R-Caudate              1.000   1.000   0.000   1.000   
        7260   Frontoparietal-26_R-Cerebellum           1.000   1.000   0.000   1.000   
        7270   Frontoparietal-27_R-Cerebellum           1.000   1.000   0.000   1.000   
        7280   Frontoparietal-28_R-Cerebellum           1.000   1.000   0.000   1.000   
        7290   Frontoparietal-29_R-Cerebellum           1.000   1.000   0.000   1.000   
        7300   Frontoparietal-30_R-Cerebellum           1.000   1.000   0.000   1.000   
        7310   Frontoparietal-31_R-Cerebellum           1.000   1.000   0.000   1.000   
        7320   Frontoparietal-32_R-Cerebellum           1.000   1.000   0.000   1.000   
        7330   Frontoparietal-33_R-Cerebellum           1.000   1.000   0.000   1.000   
        7340   Frontoparietal-34_R-Cerebellum           1.000   1.000   0.000   1.000   
        7350   Frontoparietal-35_R-Cerebellum           1.000   1.000   0.000   1.000   
        7360   Frontoparietal-36_R-Cerebellum           1.000   1.000   0.000   1.000   
        7370   Frontoparietal-37_R-Cerebellum           1.000   1.000   0.000   1.000   
        7380   Frontoparietal-38_R-Cerebellum           1.000   1.000   0.000   1.000   
        7400   Frontoparietal-40_R-Diencephalon         1.000   1.000   0.000   1.000   
        7430   Frontoparietal-43_R-Pallidum             1.000   1.000   0.000   1.000   
        7440   Frontoparietal-44_R-Pallidum             1.000   1.000   0.000   1.000   
        7460   Frontoparietal-46_R-Putamen              1.000   1.000   0.000   1.000   
        7480   Frontoparietal-48_R-Thalamus             1.000   1.000   0.000   1.000   
        8020   Auditory-2_R-Brainstem                   0.980   0.243   0.984   1.000   
        8050   Auditory-5_LR-Brainstem                  0.980   0.243   0.984   1.000   
        8070   Auditory-7_R-Cerebellum                  0.980   0.243   0.984   1.000   
        8110   Auditory-11_R-Diencephalon               0.980   0.243   0.984   1.000   
        8120   Auditory-12_R-Diencephalon               0.980   0.243   0.984   1.000   
        8130   Auditory-13_R-Diencephalon               0.980   0.243   0.984   1.000   
        8180   Auditory-18_R-Hippocampus                0.980   0.243   0.984   1.000   
        8190   Auditory-19_R-Hippocampus                0.980   0.243   0.984   1.000   
        8220   Auditory-22_R-Pallidum                   0.980   0.243   0.984   1.000   
        8280   Auditory-28_R-Thalamus                   0.980   0.243   0.984   1.000   
        8290   Auditory-29_R-Thalamus                   0.980   0.243   0.984   1.000   
        8300   Auditory-30_R-Thalamus                   0.980   0.243   0.984   1.000   
        8310   Auditory-31_R-Thalamus                   0.980   0.243   0.984   1.000   
        9020   Default-2_R-Accumbens                    1.000   0.000   0.000   1.000   
        9040   Default-4_LR-Brainstem                   1.000   0.000   0.000   1.000   
        9080   Default-8_R-Caudate                      1.000   0.000   0.000   1.000   
        9090   Default-9_R-Caudate                      1.000   0.000   0.000   1.000   
        9140   Default-14_R-Cerebellum                  1.000   0.000   0.000   1.000   
        9150   Default-15_R-Cerebellum                  1.000   0.000   0.000   1.000   
        9160   Default-16_R-Cerebellum                  1.000   0.000   0.000   1.000   
        9170   Default-17_R-Cerebellum                  1.000   0.000   0.000   1.000   
        9200   Default-20_R-Diencephalon                1.000   0.000   0.000   1.000   
        9210   Default-21_R-Diencephalon                1.000   0.000   0.000   1.000   
        9220   Default-22_R-Diencephalon                1.000   0.000   0.000   1.000   
        9250   Default-25_R-Hippocampus                 1.000   0.000   0.000   1.000   
        9260   Default-26_R-Hippocampus                 1.000   0.000   0.000   1.000   
        9300   Default-30_R-Thalamus                    1.000   0.000   0.000   1.000   
        9310   Default-31_R-Thalamus                    1.000   0.000   0.000   1.000   
        9320   Default-32_R-Thalamus                    1.000   0.000   0.000   1.000   
       10020   Posterior Multimodal-2_R-Amygdala        0.694   0.349   0.157   1.000   
       10030   Posterior Multimodal-3_R-Brainstem       0.694   0.349   0.157   1.000   
       10040   Posterior Multimodal-4_R-Brainstem       0.694   0.349   0.157   1.000   
       10070   Posterior Multimodal-7_R-Brainstem       0.694   0.349   0.157   1.000   
       10090   Posterior Multimodal-9_LR-Brainstem      0.694   0.349   0.157   1.000   
       10150   Posterior Multimodal-15_R-Cerebellum     0.694   0.349   0.157   1.000   
       10160   Posterior Multimodal-16_R-Cerebellum     0.694   0.349   0.157   1.000   
       10170   Posterior Multimodal-17_R-Cerebellum     0.694   0.349   0.157   1.000   
       10180   Posterior Multimodal-18_R-Cerebellum     0.694   0.349   0.157   1.000   
       10190   Posterior Multimodal-19_R-Cerebellum     0.694   0.349   0.157   1.000   
       10200   Posterior Multimodal-20_R-Cerebellum     0.694   0.349   0.157   1.000   
       10240   Posterior Multimodal-24_R-Diencephalon   0.694   0.349   0.157   1.000   
       10250   Posterior Multimodal-25_R-Diencephalon   0.694   0.349   0.157   1.000   
       10260   Posterior Multimodal-26_R-Diencephalon   0.694   0.349   0.157   1.000   
       10270   Posterior Multimodal-27_R-Diencephalon   0.694   0.349   0.157   1.000   
       10290   Posterior Multimodal-29_R-Thalamus       0.694   0.349   0.157   1.000   
       11020   Ventral Multimodal-2_R-Amygdala          1.000   0.616   0.000   1.000   
       11040   Ventral Multimodal-4_R-Hippocampus       1.000   0.616   0.000   1.000   
       12020   Orbito-Affective-2_R-Accumbens           0.255   0.490   0.000   0.659   
       12040   Orbito-Affective-4_R-Caudate             0.255   0.490   0.000   0.659   
       12070   Orbito-Affective-7_R-Diencephalon        0.255   0.490   0.000   0.659   
       12080   Orbito-Affective-8_R-Diencephalon        0.255   0.490   0.000   0.659   
       12120   Orbito-Affective-12_R-Pallidum           0.255   0.490   0.000   0.659   
       12130   Orbito-Affective-13_R-Pallidum           0.255   0.490   0.000   0.659   
       12160   Orbito-Affective-16_R-Putamen            0.255   0.490   0.000   0.659   
       12170   Orbito-Affective-17_R-Putamen            0.255   0.490   0.000   0.659   


